    0.0469000
     0.270000
     0.700000
     0.950000
     0.820000
   1.5484542e-05   1.0000000e-12
   1.5826898e-05   1.0232930e-12
   1.6176671e-05   1.0471285e-12
   1.6534743e-05   1.0715193e-12
   1.6900332e-05   1.0964782e-12
   1.7273762e-05   1.1220185e-12
   1.7655893e-05   1.1481536e-12
   1.8046487e-05   1.1748976e-12
   1.8445839e-05   1.2022644e-12
   1.8853700e-05   1.2302688e-12
   1.9270356e-05   1.2589254e-12
   1.9696641e-05   1.2882495e-12
   2.0132282e-05   1.3182567e-12
   2.0577549e-05   1.3489629e-12
   2.1032703e-05   1.3803843e-12
   2.1497459e-05   1.4125375e-12
   2.1973154e-05   1.4454398e-12
   2.2458937e-05   1.4791084e-12
   2.2955592e-05   1.5135612e-12
   2.3463343e-05   1.5488166e-12
   2.3982408e-05   1.5848932e-12
   2.4513001e-05   1.6218101e-12
   2.5054784e-05   1.6595869e-12
   2.5609035e-05   1.6982436e-12
   2.6175398e-05   1.7378008e-12
   2.6754056e-05   1.7782794e-12
   2.7345715e-05   1.8197008e-12
   2.7950538e-05   1.8620871e-12
   2.8568678e-05   1.9054607e-12
   2.9200815e-05   1.9498446e-12
   2.9846546e-05   1.9952623e-12
   3.0506531e-05   2.0417379e-12
   3.1181422e-05   2.0892961e-12
   3.1870786e-05   2.1379621e-12
   3.2575790e-05   2.1877616e-12
   3.3295986e-05   2.2387211e-12
   3.4032510e-05   2.2908676e-12
   3.4784891e-05   2.3442288e-12
   3.5554251e-05   2.3988329e-12
   3.6340625e-05   2.4547089e-12
   3.7144047e-05   2.5118864e-12
   3.7965594e-05   2.5703957e-12
   3.8805269e-05   2.6302679e-12
   3.9663595e-05   2.6915347e-12
   4.0540555e-05   2.7542286e-12
   4.1437172e-05   2.8183829e-12
   4.2353928e-05   2.8840314e-12
   4.3290238e-05   2.9512092e-12
   4.4247608e-05   3.0199516e-12
   4.5226479e-05   3.0902954e-12
   4.6226753e-05   3.1622776e-12
   4.7248839e-05   3.2359365e-12
   4.8293652e-05   3.3113111e-12
   4.9362101e-05   3.3884415e-12
   5.0453502e-05   3.4673684e-12
   5.1569245e-05   3.5481338e-12
   5.2709656e-05   3.6307804e-12
   5.3875578e-05   3.7153522e-12
   5.5067303e-05   3.8018938e-12
   5.6285109e-05   3.8904513e-12
   5.7529774e-05   3.9810716e-12
   5.8802063e-05   4.0738027e-12
   6.0102713e-05   4.1686937e-12
   6.1431412e-05   4.2657950e-12
   6.2790416e-05   4.3651582e-12
   6.4178850e-05   4.4668358e-12
   6.5598411e-05   4.5708817e-12
   6.7049215e-05   4.6773513e-12
   6.8531888e-05   4.7863008e-12
   7.0047536e-05   4.8977880e-12
   7.1596718e-05   5.0118722e-12
   7.3180003e-05   5.1286137e-12
   7.4798409e-05   5.2480744e-12
   7.6452452e-05   5.3703178e-12
   7.8143617e-05   5.4954085e-12
   7.9871337e-05   5.6234130e-12
   8.1638085e-05   5.7543991e-12
   8.3443229e-05   5.8884363e-12
   8.5288681e-05   6.0255956e-12
   8.7175278e-05   6.1659498e-12
   8.9102839e-05   6.3095732e-12
   9.1073678e-05   6.4565420e-12
   9.3087554e-05   6.6069342e-12
   9.5146206e-05   6.7608295e-12
   9.7250348e-05   6.9183094e-12
   9.9401150e-05   7.0794575e-12
   0.00010159975   7.2443593e-12
   0.00010384678   7.4131021e-12
   0.00010614330   7.5857754e-12
   0.00010849086   7.7624708e-12
   0.00011088997   7.9432820e-12
   0.00011334259   8.1283048e-12
   0.00011584918   8.3176373e-12
   0.00011841112   8.5113800e-12
   0.00012102977   8.7096355e-12
   0.00012370646   8.9125089e-12
   0.00012644245   9.1201079e-12
   0.00012923850   9.3325425e-12
   0.00013209679   9.5499254e-12
   0.00013501797   9.7723717e-12
   0.00013800415   9.9999995e-12
   0.00014105640   1.0232929e-11
   0.00014417572   1.0471285e-11
   0.00014736407   1.0715192e-11
   0.00015062340   1.0964781e-11
   0.00015395453   1.1220184e-11
   0.00015735930   1.1481536e-11
   0.00016083948   1.1748975e-11
   0.00016439628   1.2022644e-11
   0.00016803230   1.2302687e-11
   0.00017174821   1.2589253e-11
   0.00017554651   1.2882495e-11
   0.00017942867   1.3182567e-11
   0.00018339712   1.3489628e-11
   0.00018745272   1.3803842e-11
   0.00019159874   1.4125375e-11
   0.00019583594   1.4454397e-11
   0.00020016695   1.4791083e-11
   0.00020459386   1.5135612e-11
   0.00020911823   1.5488165e-11
   0.00021374297   1.5848931e-11
   0.00021847044   1.6218100e-11
   0.00022330198   1.6595868e-11
   0.00022824029   1.6982435e-11
   0.00023328801   1.7378007e-11
   0.00023844722   1.7782793e-11
   0.00024372039   1.8197007e-11
   0.00024911040   1.8620870e-11
   0.00025462007   1.9054606e-11
   0.00026025111   1.9498445e-11
   0.00026600668   1.9952622e-11
   0.00027188926   2.0417378e-11
   0.00027790232   2.0892960e-11
   0.00028404820   2.1379619e-11
   0.00029033015   2.1877615e-11
   0.00029675078   2.2387210e-11
   0.00030331363   2.2908675e-11
   0.00031002163   2.3442287e-11
   0.00031687808   2.3988327e-11
   0.00032388617   2.4547087e-11
   0.00033104903   2.5118863e-11
   0.00033837013   2.5703956e-11
   0.00034585374   2.6302678e-11
   0.00035350217   2.6915346e-11
   0.00036131995   2.7542285e-11
   0.00036931108   2.8183827e-11
   0.00037747837   2.8840313e-11
   0.00038582651   2.9512090e-11
   0.00039435958   3.0199515e-11
   0.00040308098   3.0902952e-11
   0.00041199545   3.1622774e-11
